sale_id,date_id,product_id,cc_id,channel,units_sold,revenue,discount_pct,cost_of_goods,gross_margin
1032,2024-07-11,4,2,OEM,106,6658.91,0.045,4458.36,2200.55
1033,2024-07-11,2,2,Distributor,73,13716.63,0.084,9225.74,4490.89
1034,2024-07-11,2,7,Distributor,123,25130.07,0.004,15544.74,9585.33
1035,2024-07-12,4,2,OEM,29,1657.72,0.131,1219.74,437.98
1036,2024-07-12,4,12,OEM,152,8708.75,0.129,6393.12,2315.63
1037,2024-07-12,4,7,OEM,30,1807.63,0.084,1261.8,545.83
1038,2024-07-13,4,2,OEM,169,9938.44,0.106,7108.14,2830.3
1039,2024-07-13,3,12,OEM,117,50124.02,0.11,28782.0,21342.02
1040,2024-07-13,1,7,Distributor,173,20810.57,0.124,10990.69,9819.88
1041,2024-07-13,4,2,OEM,35,2286.18,0.007,1472.1,814.08
1042,2024-07-13,4,7,OEM,129,7441.89,0.123,5425.74,2016.15
1043,2024-07-13,2,2,Distributor,84,15576.75,0.096,10615.92,4960.83
1044,2024-07-13,1,12,Distributor,25,2990.14,0.129,1588.25,1401.89
1045,2024-07-14,1,2,Distributor,15,1938.27,0.059,952.95,985.32
1046,2024-07-14,5,2,Direct,140,46581.98,0.053,25432.4,21149.58
1047,2024-07-14,2,7,Distributor,122,22523.27,0.1,15418.36,7104.91
1048,2024-07-14,5,2,Direct,136,43721.99,0.085,24705.76,19016.23
1049,2024-07-14,3,12,OEM,165,68860.95,0.133,40590.0,28270.95
1050,2024-07-14,3,2,OEM,191,90100.96,0.02,46986.0,43114.96
1051,2024-07-15,2,12,Distributor,73,14345.56,0.042,9225.74,5119.82
1052,2024-07-15,3,12,OEM,181,80504.57,0.076,44526.0,35978.57
1053,2024-07-15,1,12,Distributor,184,23018.13,0.089,11689.52,11328.61
1054,2024-07-15,3,7,OEM,120,55221.62,0.044,29520.0,25701.62
1055,2024-07-15,3,12,OEM,77,33172.92,0.105,18942.0,14230.92
1056,2024-07-15,4,12,OEM,6,359.55,0.089,252.36,107.19
1057,2024-07-15,4,12,OEM,67,4151.64,0.058,2818.02,1333.62
1058,2024-07-15,4,2,OEM,20,1243.24,0.055,841.2,402.04
1059,2024-07-16,1,7,Distributor,47,6015.17,0.068,2985.91,3029.26
1060,2024-07-16,4,7,OEM,199,12854.6,0.018,8369.94,4484.66
1061,2024-07-16,1,2,Distributor,123,14643.94,0.133,7814.19,6829.75
1062,2024-07-16,1,7,Distributor,34,4528.81,0.03,2160.02,2368.79
1063,2024-07-16,1,7,Distributor,133,16784.21,0.081,8449.49,8334.72
1064,2024-07-16,5,2,Direct,59,18884.71,0.089,10717.94,8166.77
1065,2024-07-16,5,2,Direct,34,10715.47,0.103,6176.44,4539.03
1066,2024-07-16,5,7,Direct,88,28940.0,0.064,15986.08,12953.92
1067,2024-07-17,4,2,OEM,14,918.16,0.003,588.84,329.32
1068,2024-07-17,1,12,Distributor,45,5481.13,0.113,2858.85,2622.28
1069,2024-07-17,5,2,Direct,63,21316.05,0.037,11444.58,9871.47
1070,2024-07-17,2,7,Distributor,34,6116.57,0.123,4296.92,1819.65
1071,2024-07-17,3,7,OEM,149,67132.39,0.064,36654.0,30478.39
1072,2024-07-18,2,2,Distributor,83,15663.73,0.08,10489.54,5174.19
1073,2024-07-18,3,12,OEM,53,24006.87,0.059,13038.0,10968.87
1074,2024-07-18,1,12,Distributor,200,24113.39,0.122,12706.0,11407.39
1075,2024-07-19,5,7,Direct,122,37592.34,0.123,22162.52,15429.82
1076,2024-07-19,4,7,OEM,150,9255.25,0.062,6309.0,2946.25
1077,2024-07-19,1,12,Distributor,188,23105.46,0.105,11943.64,11161.82
1078,2024-07-19,4,2,OEM,42,2610.81,0.055,1766.52,844.29
1079,2024-07-19,1,12,Distributor,151,19988.85,0.036,9593.03,10395.82
1080,2024-07-19,4,2,OEM,14,837.12,0.091,588.84,248.28
1081,2024-07-19,1,2,Distributor,109,13336.38,0.109,6924.77,6411.61
1082,2024-07-20,4,7,OEM,89,5602.68,0.043,3743.34,1859.34
1083,2024-07-20,2,12,Distributor,82,14297.56,0.15,10363.16,3934.4
1084,2024-07-20,4,2,OEM,103,6104.58,0.099,4332.18,1772.4
1085,2024-07-20,2,12,Distributor,194,36810.58,0.075,24517.72,12292.86
1086,2024-07-21,5,7,Direct,130,42615.24,0.067,23615.8,18999.44
1087,2024-07-21,3,12,OEM,132,61760.41,0.028,32472.0,29288.41
1088,2024-07-21,5,12,Direct,96,29243.56,0.133,17439.36,11804.2
1089,2024-07-21,1,7,Distributor,174,23487.49,0.017,11054.22,12433.27
1090,2024-07-22,5,12,Direct,25,8054.7,0.083,4541.5,3513.2
1091,2024-07-22,1,7,Distributor,45,6092.89,0.014,2858.85,3234.04
1092,2024-07-22,2,12,Distributor,65,12280.11,0.079,8214.7,4065.41
1093,2024-07-22,2,2,Distributor,176,31517.81,0.127,22242.88,9274.93
1094,2024-07-22,1,7,Distributor,21,2566.51,0.11,1334.13,1232.38
1095,2024-07-22,1,7,Distributor,170,21990.42,0.058,10800.1,11190.32
1096,2024-07-22,4,2,OEM,94,5472.24,0.115,3953.64,1518.6
1097,2024-07-23,1,2,Distributor,52,7133.5,0.001,3303.56,3829.94
1098,2024-07-23,4,7,OEM,188,10536.38,0.148,7907.28,2629.1
1099,2024-07-23,1,7,Distributor,99,12208.02,0.102,6289.47,5918.55
1100,2024-07-23,4,7,OEM,8,505.72,0.039,336.48,169.24
1101,2024-07-23,4,7,OEM,103,6402.7,0.055,4332.18,2070.52
1102,2024-07-23,3,2,OEM,93,39125.9,0.126,22878.0,16247.9
1103,2024-07-24,3,12,OEM,123,58023.13,0.02,30258.0,27765.13
1104,2024-07-24,4,12,OEM,77,4340.76,0.143,3238.62,1102.14
1105,2024-07-24,3,12,OEM,67,32251.12,0.0,16482.0,15769.12
1106,2024-07-25,5,2,Direct,128,39441.15,0.123,23252.48,16188.67
1107,2024-07-25,4,2,OEM,184,11558.86,0.045,7739.04,3819.82
1108,2024-07-25,4,2,OEM,56,3503.18,0.049,2355.36,1147.82
1109,2024-07-25,1,12,Distributor,185,22482.72,0.115,11753.05,10729.67
1110,2024-07-26,2,2,Distributor,74,13206.27,0.13,9352.12,3854.15
1111,2024-07-26,5,7,Direct,92,29738.26,0.08,16712.72,13025.54
1112,2024-07-26,5,7,Direct,177,54104.39,0.13,32153.82,21950.57
1113,2024-07-26,2,7,Distributor,122,24600.42,0.017,15418.36,9182.06
1114,2024-07-27,2,2,Distributor,93,18733.7,0.018,11753.34,6980.36
1115,2024-07-27,4,7,OEM,128,7788.35,0.075,5383.68,2404.67
1116,2024-07-27,5,2,Direct,65,20188.57,0.116,11807.9,8380.67
1117,2024-07-28,1,2,Distributor,96,12787.24,0.03,6098.88,6688.36
1118,2024-07-28,4,7,OEM,156,10046.18,0.021,6561.36,3484.82
1119,2024-07-28,3,2,OEM,175,76403.87,0.093,43050.0,33353.87
1120,2024-07-28,3,2,OEM,62,27576.15,0.076,15252.0,12324.15
1121,2024-07-28,5,12,Direct,189,61690.38,0.071,34333.74,27356.64
1122,2024-07-29,4,12,OEM,85,5540.98,0.009,3575.1,1965.88
1123,2024-07-29,3,12,OEM,97,44964.32,0.037,23862.0,21102.32
1124,2024-07-29,5,12,Direct,85,29058.4,0.027,15441.1,13617.3
1125,2024-07-29,2,12,Distributor,102,18412.47,0.12,12890.76,5521.71
1126,2024-07-29,3,12,OEM,123,59029.66,0.003,30258.0,28771.66
1127,2024-07-29,5,12,Direct,110,37257.15,0.036,19982.6,17274.55
1128,2024-07-29,4,12,OEM,70,4452.65,0.033,2944.2,1508.45
1129,2024-07-30,3,12,OEM,150,68521.6,0.051,36900.0,31621.6
1130,2024-07-30,4,7,OEM,43,2769.14,0.021,1808.58,960.56
1131,2024-07-30,1,7,Distributor,79,9904.48,0.087,5018.87,4885.61
1132,2024-07-30,1,12,Distributor,21,2684.74,0.069,1334.13,1350.61
1133,2024-07-30,2,7,Distributor,137,27849.88,0.009,17314.06,10535.82
1134,2024-07-30,2,12,Distributor,153,28026.71,0.107,19336.14,8690.57
1135,2024-07-30,2,7,Distributor,133,26818.49,0.017,16808.54,10009.95
1136,2024-07-31,2,2,Distributor,179,34478.46,0.061,22622.02,11856.44
1137,2024-07-31,3,12,OEM,91,41263.14,0.058,22386.0,18877.14
1138,2024-07-31,1,7,Distributor,86,10947.43,0.073,5463.58,5483.85
1139,2024-07-31,5,7,Direct,183,63975.56,0.005,33243.78,30731.78
1140,2024-07-31,2,12,Distributor,103,18128.16,0.142,13017.14,5111.02
1141,2024-07-31,2,2,Distributor,19,3441.47,0.117,2401.22,1040.25
1142,2024-08-01,2,2,Distributor,107,19315.04,0.12,13522.66,5792.38
1143,2024-08-01,4,7,OEM,14,896.06,0.027,588.84,307.22
1144,2024-08-01,4,7,OEM,158,8938.19,0.14,6645.48,2292.71
1145,2024-08-01,3,7,OEM,41,18689.76,0.053,10086.0,8603.76
1146,2024-08-01,2,12,Distributor,190,36051.6,0.075,24012.2,12039.4
1147,2024-08-01,5,2,Direct,198,66228.07,0.048,35968.68,30259.39
1148,2024-08-01,2,2,Distributor,166,31259.35,0.082,20979.08,10280.27
1149,2024-08-01,1,7,Distributor,158,20676.82,0.047,10037.74,10639.08
1150,2024-08-02,5,7,Direct,43,14624.59,0.032,7811.38,6813.21
1151,2024-08-02,4,7,OEM,84,5243.72,0.051,3533.04,1710.68
1152,2024-08-02,5,12,Direct,56,19537.87,0.007,10172.96,9364.91
1153,2024-08-02,3,2,OEM,179,84440.17,0.02,44034.0,40406.17
1154,2024-08-02,1,7,Distributor,53,6273.6,0.138,3367.09,2906.51
1155,2024-08-02,4,2,OEM,120,7112.13,0.099,5047.2,2064.93
1156,2024-08-02,1,7,Distributor,158,21089.06,0.028,10037.74,11051.32
1157,2024-08-02,5,2,Direct,101,32292.58,0.09,18347.66,13944.92
1158,2024-08-03,4,7,OEM,39,2229.35,0.131,1640.34,589.01
1159,2024-08-03,3,12,OEM,119,54876.0,0.042,29274.0,25602.0
1160,2024-08-03,3,2,OEM,96,39371.4,0.148,23616.0,15755.4
1161,2024-08-03,3,12,OEM,8,3562.06,0.075,1968.0,1594.06
1162,2024-08-03,4,2,OEM,26,1599.11,0.065,1093.56,505.55
1163,2024-08-03,3,12,OEM,165,70449.44,0.113,40590.0,29859.44
1164,2024-08-04,3,12,OEM,63,28779.07,0.051,15498.0,13281.07
1165,2024-08-04,4,2,OEM,19,1203.58,0.037,799.14,404.44
1166,2024-08-04,4,7,OEM,145,8889.51,0.068,6098.7,2790.81
1167,2024-08-04,4,7,OEM,81,5051.11,0.052,3406.86,1644.25
1168,2024-08-04,4,12,OEM,162,10613.73,0.004,6813.72,3800.01
1169,2024-08-04,2,2,Distributor,15,2710.79,0.119,1895.7,815.09
1170,2024-08-04,2,2,Distributor,34,5977.08,0.143,4296.92,1680.16
1171,2024-08-04,3,2,OEM,182,86906.66,0.008,44772.0,42134.66
1172,2024-08-05,5,12,Direct,103,34162.46,0.056,18710.98,15451.48
1173,2024-08-05,5,2,Direct,79,25397.33,0.085,14351.14,11046.19
1174,2024-08-05,4,7,OEM,180,11698.32,0.012,7570.8,4127.52
1175,2024-08-05,1,12,Distributor,30,3822.99,0.072,1905.9,1917.09
1176,2024-08-05,5,12,Direct,168,51058.18,0.135,30518.88,20539.3
1177,2024-08-05,5,2,Direct,123,39456.25,0.087,22344.18,17112.07
1178,2024-08-06,3,7,OEM,179,85818.79,0.004,44034.0,41784.79
1179,2024-08-06,5,7,Direct,128,44613.02,0.008,23252.48,21360.54
1180,2024-08-06,4,12,OEM,119,7303.36,0.067,5005.14,2298.22
1181,2024-08-06,1,2,Distributor,80,9557.47,0.13,5082.4,4475.07
1182,2024-08-06,3,12,OEM,44,19697.25,0.07,10824.0,8873.25
1183,2024-08-06,4,12,OEM,100,6005.71,0.087,4206.0,1799.71
1184,2024-08-06,3,2,OEM,192,81053.32,0.123,47232.0,33821.32
1185,2024-08-07,1,2,Distributor,124,15052.47,0.116,7877.72,7174.75
1186,2024-08-07,3,2,OEM,18,8413.21,0.029,4428.0,3985.21
1187,2024-08-07,2,2,Distributor,146,29439.85,0.017,18451.48,10988.37
1188,2024-08-07,3,2,OEM,26,11551.68,0.077,6396.0,5155.68
1189,2024-08-07,1,12,Distributor,107,13135.76,0.106,6797.71,6338.05
1190,2024-08-07,3,2,OEM,41,19143.69,0.03,10086.0,9057.69
1191,2024-08-07,3,12,OEM,114,54655.54,0.004,28044.0,26611.54
1192,2024-08-07,2,12,Distributor,176,31373.4,0.131,22242.88,9130.52
1193,2024-08-08,4,12,OEM,45,2826.9,0.045,1892.7,934.2
1194,2024-08-08,5,12,Direct,130,38869.85,0.149,23615.8,15254.05
1195,2024-08-08,3,12,OEM,47,19320.83,0.146,11562.0,7758.83
1196,2024-08-08,5,7,Direct,137,42166.22,0.124,24887.42,17278.8
1197,2024-08-08,1,2,Distributor,111,13474.39,0.116,7051.83,6422.56
1198,2024-08-08,3,2,OEM,200,90206.86,0.063,49200.0,41006.86
1199,2024-08-08,4,2,OEM,73,4648.28,0.032,3070.38,1577.9
1200,2024-08-09,3,2,OEM,135,63164.06,0.028,33210.0,29954.06
1201,2024-08-09,5,12,Direct,109,32858.95,0.142,19800.94,13058.01
1202,2024-08-09,2,12,Distributor,28,4910.81,0.145,3538.64,1372.17
1203,2024-08-10,2,12,Distributor,6,1211.09,0.016,758.28,452.81
1204,2024-08-10,3,7,OEM,12,5718.56,0.01,2952.0,2766.56
1205,2024-08-10,3,2,OEM,31,14176.05,0.05,7626.0,6550.05
1206,2024-08-10,3,12,OEM,20,9319.13,0.032,4920.0,4399.13
1207,2024-08-10,1,12,Distributor,106,13187.66,0.094,6734.18,6453.48
1208,2024-08-10,3,7,OEM,69,29726.39,0.105,16974.0,12752.39
1209,2024-08-10,4,2,OEM,29,1714.95,0.101,1219.74,495.21
1210,2024-08-11,5,2,Direct,158,50406.08,0.092,28702.28,21703.8
1211,2024-08-11,3,12,OEM,181,82595.6,0.052,44526.0,38069.6
1212,2024-08-11,4,7,OEM,167,10710.63,0.025,7024.02,3686.61
1213,2024-08-11,4,12,OEM,26,1693.18,0.01,1093.56,599.62
1214,2024-08-11,1,2,Distributor,79,10728.95,0.011,5018.87,5710.08
1215,2024-08-12,1,7,Distributor,83,10394.57,0.088,5272.99,5121.58
1216,2024-08-12,4,7,OEM,174,10701.75,0.065,7318.44,3383.31
1217,2024-08-12,3,12,OEM,192,91219.65,0.013,47232.0,43987.65
1218,2024-08-12,3,12,OEM,182,87519.91,0.001,44772.0,42747.91
1219,2024-08-12,5,2,Direct,138,42425.51,0.125,25069.08,17356.43
1220,2024-08-13,3,2,OEM,164,68285.73,0.135,40344.0,27941.73
1221,2024-08-13,1,2,Distributor,170,21383.47,0.084,10800.1,10583.37
1222,2024-08-13,3,7,OEM,117,55643.29,0.012,28782.0,26861.29
1223,2024-08-13,4,12,OEM,157,9253.4,0.104,6603.42,2649.98
1224,2024-08-13,2,7,Distributor,91,17752.16,0.049,11500.58,6251.58
1225,2024-08-13,2,2,Distributor,43,8229.61,0.067,5434.34,2795.27
1226,2024-08-13,2,2,Distributor,122,22773.53,0.09,15418.36,7355.17
1227,2024-08-14,1,2,Distributor,92,11066.89,0.124,5844.76,5222.13
1228,2024-08-14,2,12,Distributor,175,30728.47,0.144,22116.5,8611.97
1229,2024-08-14,4,7,OEM,98,6311.06,0.021,4121.88,2189.18
1230,2024-08-14,2,7,Distributor,78,13920.12,0.13,9857.64,4062.48
1231,2024-08-14,1,2,Distributor,173,23328.75,0.018,10990.69,12338.06
1232,2024-08-14,2,7,Distributor,60,12283.18,0.002,7582.8,4700.38
1233,2024-08-14,3,12,OEM,184,80067.5,0.096,45264.0,34803.5
1234,2024-08-15,3,7,OEM,178,81826.39,0.045,43788.0,38038.39
1235,2024-08-15,3,12,OEM,186,88369.03,0.013,45756.0,42613.03
1236,2024-08-15,2,2,Distributor,49,8955.77,0.109,6192.62,2763.15
1237,2024-08-15,1,7,Distributor,23,3139.41,0.006,1461.19,1678.22
1238,2024-08-15,3,2,OEM,95,43122.64,0.057,23370.0,19752.64
1239,2024-08-15,5,12,Direct,44,13202.33,0.146,7993.04,5209.29
1240,2024-08-15,3,12,OEM,137,58956.01,0.106,33702.0,25254.01
1241,2024-08-16,5,2,Direct,116,36354.89,0.108,21072.56,15282.33
1242,2024-08-16,5,2,Direct,154,48264.25,0.108,27975.64,20288.61
1243,2024-08-16,2,2,Distributor,71,14200.12,0.025,8972.98,5227.14
1244,2024-08-16,3,12,OEM,75,32347.39,0.104,18450.0,13897.39
1245,2024-08-16,4,7,OEM,22,1345.86,0.07,925.32,420.54
1246,2024-08-17,1,7,Distributor,29,3484.49,0.125,1842.37,1642.12
1247,2024-08-17,5,12,Direct,139,41756.19,0.145,25250.74,16505.45
1248,2024-08-17,4,12,OEM,61,3450.82,0.14,2565.66,885.16
1249,2024-08-17,4,2,OEM,146,8873.99,0.076,6140.76,2733.23
1250,2024-08-18,2,7,Distributor,67,13152.73,0.043,8467.46,4685.27
1251,2024-08-18,3,2,OEM,81,33375.58,0.144,19926.0,13449.58
1252,2024-08-18,4,12,OEM,6,389.94,0.012,252.36,137.58
1253,2024-08-18,1,12,Distributor,57,7193.23,0.081,3621.21,3572.02
1254,2024-08-18,5,7,Direct,197,69146.73,0.001,35787.02,33359.71
1255,2024-08-19,1,12,Distributor,90,12000.39,0.029,5717.7,6282.69
1256,2024-08-19,1,12,Distributor,126,16385.3,0.053,8004.78,8380.52
1257,2024-08-19,3,2,OEM,78,32927.91,0.123,19188.0,13739.91
1258,2024-08-19,4,12,OEM,99,6238.71,0.042,4163.94,2074.77
1259,2024-08-19,1,7,Distributor,108,13377.17,0.098,6861.24,6515.93
1260,2024-08-20,2,2,Distributor,31,5748.56,0.096,3917.78,1830.78
1261,2024-08-20,3,7,OEM,119,53558.52,0.065,29274.0,24284.52
1262,2024-08-20,1,2,Distributor,43,5036.76,0.147,2731.79,2304.97
1263,2024-08-20,2,7,Distributor,26,5098.71,0.044,3285.88,1812.83
1264,2024-08-20,4,7,OEM,143,8983.25,0.045,6014.58,2968.67
1265,2024-08-20,1,2,Distributor,195,22787.57,0.149,12388.35,10399.22
1266,2024-08-20,4,12,OEM,120,7127.92,0.097,5047.2,2080.72
1267,2024-08-21,5,2,Direct,49,14840.32,0.138,8901.34,5938.98
1268,2024-08-21,3,12,OEM,108,49855.42,0.041,26568.0,23287.42
1269,2024-08-21,2,7,Distributor,22,4075.11,0.097,2780.36,1294.75
1270,2024-08-21,4,2,OEM,33,2047.01,0.057,1387.98,659.03
1271,2024-08-21,2,12,Distributor,80,15868.86,0.033,10110.4,5758.46
1272,2024-08-21,4,7,OEM,86,5572.22,0.015,3617.16,1955.06
1273,2024-08-22,2,7,Distributor,83,15885.06,0.067,10489.54,5395.52
1274,2024-08-22,1,12,Distributor,140,17840.61,0.072,8894.2,8946.41
1275,2024-08-22,1,7,Distributor,40,5404.92,0.016,2541.2,2863.72
1276,2024-08-22,2,12,Distributor,132,23178.05,0.144,16682.16,6495.89
1277,2024-08-23,5,2,Direct,143,43761.7,0.129,25977.38,17784.32
1278,2024-08-23,3,7,OEM,149,68136.51,0.05,36654.0,31482.51
1279,2024-08-23,3,7,OEM,120,51524.77,0.108,29520.0,22004.77
1280,2024-08-23,4,7,OEM,48,2967.99,0.06,2018.88,949.11
1281,2024-08-24,2,2,Distributor,15,2873.87,0.066,1895.7,978.17
1282,2024-08-24,5,2,Direct,130,40057.41,0.123,23615.8,16441.61
1283,2024-08-24,1,7,Distributor,43,5774.86,0.022,2731.79,3043.07
1284,2024-08-24,1,7,Distributor,9,1169.14,0.054,571.77,597.37
1285,2024-08-24,3,2,OEM,6,2547.36,0.118,1476.0,1071.36
1286,2024-08-25,4,2,OEM,77,4583.88,0.095,3238.62,1345.26
1287,2024-08-25,4,2,OEM,130,8525.75,0.003,5467.8,3057.95
1288,2024-08-25,5,12,Direct,89,30801.1,0.015,16167.74,14633.36
1289,2024-08-25,3,12,OEM,25,11733.15,0.025,6150.0,5583.15
1290,2024-08-26,2,2,Distributor,85,16599.12,0.048,10742.3,5856.82
1291,2024-08-26,5,2,Direct,33,10933.66,0.057,5994.78,4938.88
1292,2024-08-26,3,2,OEM,150,63178.5,0.125,36900.0,26278.5
1293,2024-08-27,2,2,Distributor,46,8294.23,0.121,5813.48,2480.75
1294,2024-08-27,2,7,Distributor,181,34455.28,0.072,22874.78,11580.5
1295,2024-08-27,4,7,OEM,73,4235.31,0.118,3070.38,1164.93
1296,2024-08-27,2,12,Distributor,179,33230.03,0.095,22622.02,10608.01
1297,2024-08-27,1,2,Distributor,6,734.94,0.108,381.18,353.76
1298,2024-08-27,2,2,Distributor,177,33875.37,0.067,22369.26,11506.11
1299,2024-08-27,1,7,Distributor,17,2257.4,0.033,1080.01,1177.39
1300,2024-08-28,5,2,Direct,128,44478.1,0.011,23252.48,21225.62
1301,2024-08-28,5,12,Direct,156,52892.23,0.035,28338.96,24553.27
1302,2024-08-28,5,7,Direct,70,24373.15,0.009,12716.2,11656.95
1303,2024-08-28,4,2,OEM,24,1502.94,0.048,1009.44,493.5
1304,2024-08-28,1,2,Distributor,83,10098.24,0.114,5272.99,4825.25
1305,2024-08-29,2,12,Distributor,97,17788.46,0.106,12258.86,5529.6
1306,2024-08-29,5,7,Direct,154,53404.5,0.013,27975.64,25428.86
1307,2024-08-29,1,2,Distributor,39,4803.87,0.103,2477.67,2326.2
1308,2024-08-29,4,2,OEM,82,5194.38,0.037,3448.92,1745.46
1309,2024-08-29,5,2,Direct,117,37490.45,0.088,21254.22,16236.23
1310,2024-08-29,2,2,Distributor,53,10665.32,0.019,6698.14,3967.18
1311,2024-08-29,1,2,Distributor,17,2115.0,0.094,1080.01,1034.99
1312,2024-08-29,5,7,Direct,141,45378.96,0.084,25614.06,19764.9
1313,2024-08-30,2,12,Distributor,151,26638.18,0.14,19083.38,7554.8
1314,2024-08-30,4,7,OEM,181,11203.72,0.059,7612.86,3590.86
1315,2024-08-30,3,12,OEM,129,60667.24,0.023,31734.0,28933.24
1316,2024-08-31,1,2,Distributor,173,23067.43,0.029,10990.69,12076.74
1317,2024-08-31,4,12,OEM,156,8937.92,0.129,6561.36,2376.56
1318,2024-08-31,5,7,Direct,171,51248.97,0.147,31063.86,20185.11
1319,2024-08-31,4,12,OEM,197,11947.88,0.078,8285.82,3662.06
1320,2024-09-01,3,7,OEM,196,93308.75,0.011,48216.0,45092.75
1321,2024-09-01,3,12,OEM,157,72701.73,0.038,38622.0,34079.73
1322,2024-09-01,4,7,OEM,198,12256.0,0.059,8327.88,3928.12
1323,2024-09-01,5,12,Direct,47,14168.54,0.142,8538.02,5630.52
1324,2024-09-01,4,7,OEM,11,713.45,0.014,462.66,250.79
1325,2024-09-01,5,7,Direct,67,22622.37,0.039,12171.22,10451.15
1326,2024-09-02,2,7,Distributor,142,25225.25,0.134,17945.96,7279.29
1327,2024-09-02,1,7,Distributor,141,17677.62,0.087,8957.73,8719.89
1328,2024-09-02,4,12,OEM,41,2456.95,0.089,1724.46,732.49
1329,2024-09-02,2,2,Distributor,191,38317.87,0.022,24138.58,14179.29
1330,2024-09-03,5,7,Direct,147,49995.7,0.032,26704.02,23291.68
1331,2024-09-03,1,2,Distributor,6,744.0,0.097,381.18,362.82
1332,2024-09-03,2,7,Distributor,112,22124.5,0.037,14154.56,7969.94
1333,2024-09-03,3,2,OEM,21,9825.52,0.028,5166.0,4659.52
1334,2024-09-04,4,12,OEM,154,10089.6,0.004,6477.24,3612.36
1335,2024-09-04,1,7,Distributor,154,20534.01,0.029,9783.62,10750.39
1336,2024-09-04,4,12,OEM,170,11137.87,0.004,7150.2,3987.67
1337,2024-09-04,4,12,OEM,167,10084.47,0.082,7024.02,3060.45
1338,2024-09-04,2,12,Distributor,122,21897.63,0.125,15418.36,6479.27
1339,2024-09-04,1,12,Distributor,128,16539.92,0.059,8131.84,8408.08
1340,2024-09-04,3,12,OEM,161,66804.1,0.138,39606.0,27198.1
1341,2024-09-04,4,2,OEM,32,2016.55,0.042,1345.92,670.63
1342,2024-09-05,4,2,OEM,182,11457.17,0.043,7654.92,3802.25
1343,2024-09-05,3,2,OEM,159,73245.18,0.043,39114.0,34131.18
1344,2024-09-05,5,7,Direct,181,58888.37,0.074,32880.46,26007.91
1345,2024-09-05,4,12,OEM,178,10760.42,0.081,7486.68,3273.74
1346,2024-09-06,2,2,Distributor,68,11870.46,0.149,8593.84,3276.62
1347,2024-09-06,5,12,Direct,180,60903.01,0.037,32698.8,28204.21
1348,2024-09-06,2,12,Distributor,49,8865.31,0.118,6192.62,2672.69
1349,2024-09-06,3,7,OEM,103,49381.76,0.004,25338.0,24043.76
1350,2024-09-06,5,12,Direct,54,17587.88,0.073,9809.64,7778.24
1351,2024-09-06,2,2,Distributor,146,25636.33,0.144,18451.48,7184.85
1352,2024-09-07,1,7,Distributor,94,11565.64,0.104,5971.82,5593.82
1353,2024-09-07,4,7,OEM,95,5636.69,0.098,3995.7,1640.99
1354,2024-09-07,2,2,Distributor,35,6404.16,0.108,4423.3,1980.86
1355,2024-09-08,4,2,OEM,66,3916.01,0.098,2775.96,1140.05
1356,2024-09-08,1,7,Distributor,83,9756.31,0.144,5272.99,4483.32
1357,2024-09-08,4,7,OEM,70,4411.21,0.042,2944.2,1467.01
1358,2024-09-08,5,12,Direct,186,56855.46,0.13,33788.76,23066.7
1359,2024-09-08,5,2,Direct,181,59842.28,0.059,32880.46,26961.82
1360,2024-09-08,2,2,Distributor,126,25226.07,0.024,15923.88,9302.19
1361,2024-09-08,3,2,OEM,139,60218.14,0.1,34194.0,26024.14
1362,2024-09-09,3,2,OEM,43,20491.5,0.01,10578.0,9913.5
1363,2024-09-09,3,7,OEM,112,50515.84,0.063,27552.0,22963.84
1364,2024-09-09,3,12,OEM,97,43376.79,0.071,23862.0,19514.79
1365,2024-09-10,2,2,Distributor,5,940.52,0.083,631.9,308.62
1366,2024-09-10,1,7,Distributor,9,1057.91,0.144,571.77,486.14
1367,2024-09-10,5,2,Direct,71,23623.72,0.053,12897.86,10725.86
1368,2024-09-10,5,7,Direct,75,25745.17,0.023,13624.5,12120.67
1369,2024-09-10,3,2,OEM,59,28002.64,0.014,14514.0,13488.64
1370,2024-09-10,5,12,Direct,160,51831.15,0.078,29065.6,22765.55
1371,2024-09-11,2,2,Distributor,81,14455.51,0.13,10236.78,4218.73
1372,2024-09-11,5,7,Direct,156,51193.1,0.066,28338.96,22854.14
1373,2024-09-11,5,7,Direct,112,36990.13,0.06,20345.92,16644.21
1374,2024-09-11,4,2,OEM,24,1375.07,0.129,1009.44,365.63
1375,2024-09-11,4,12,OEM,84,4961.92,0.102,3533.04,1428.88
1376,2024-09-11,3,2,OEM,162,70416.23,0.097,39852.0,30564.23
1377,2024-09-11,3,7,OEM,164,71996.05,0.088,40344.0,31652.05
1378,2024-09-11,3,7,OEM,162,69402.48,0.11,39852.0,29550.48
1379,2024-09-12,1,12,Distributor,87,10357.91,0.133,5527.11,4830.8
1380,2024-09-12,4,2,OEM,32,1864.99,0.114,1345.92,519.07
1381,2024-09-12,4,12,OEM,199,11899.01,0.091,8369.94,3529.07
1382,2024-09-12,1,2,Distributor,185,23981.56,0.056,11753.05,12228.51
1383,2024-09-12,4,12,OEM,130,7670.61,0.103,5467.8,2202.81
1384,2024-09-12,3,7,OEM,62,27486.62,0.079,15252.0,12234.62
1385,2024-09-13,2,12,Distributor,14,2733.97,0.048,1769.32,964.65
1386,2024-09-13,2,7,Distributor,59,11824.31,0.023,7456.42,4367.89
