production_id,date_id,machine_id,shift_id,product_id,units_produced,units_defect,downtime_mins,cost_actual,capacity_available
1564,2024-03-15,5,4,4,420,31,20,16139.5,584
1565,2024-03-15,5,5,3,370,5,98,90305.33,584
1566,2024-03-15,5,6,3,519,18,118,118492.89,584
1567,2024-03-15,6,5,1,1056,24,52,71877.75,1432
1568,2024-03-15,6,6,2,1099,45,79,151448.67,1432
1569,2024-03-15,7,4,4,1223,25,112,56493.28,1544
1570,2024-03-15,7,6,1,1361,26,105,87515.74,1544
1571,2024-03-15,8,6,5,637,3,49,124376.76,848
1572,2024-03-15,9,7,3,317,16,115,82946.17,408
1573,2024-03-15,10,8,4,977,15,42,37513.22,1096
1574,2024-03-15,10,9,5,860,48,60,144177.03,1096
1575,2024-03-16,1,1,5,295,11,81,50518.69,448
1576,2024-03-16,1,2,5,400,1,103,70651.1,448
1577,2024-03-16,1,3,4,305,5,2,13989.63,448
1578,2024-03-16,2,1,3,623,8,18,140055.1,896
1579,2024-03-16,2,2,3,835,30,53,206427.93,896
1580,2024-03-16,2,3,3,600,2,114,159456.46,896
1581,2024-03-16,3,1,3,402,11,53,98528.58,608
1582,2024-03-16,3,2,2,587,20,116,77047.14,608
1583,2024-03-16,3,3,1,494,35,25,28733.82,608
1584,2024-03-16,4,1,5,827,43,105,163422.33,1264
1585,2024-03-16,4,2,3,765,54,119,174922.1,1264
1586,2024-03-16,4,3,1,1138,61,33,72596.33,1264
1587,2024-03-16,5,5,2,491,25,74,57056.68,584
1588,2024-03-16,6,4,4,1238,76,76,50795.15,1432
1589,2024-03-16,6,5,2,1387,64,1,170740.53,1432
1590,2024-03-16,6,6,3,1347,54,111,306492.97,1432
1591,2024-03-16,7,4,4,1169,32,106,49585.74,1544
1592,2024-03-16,7,5,3,992,13,54,237839.52,1544
1593,2024-03-16,7,6,2,1244,37,108,162235.25,1544
1594,2024-03-16,8,4,3,735,55,115,193719.74,848
1595,2024-03-16,8,5,1,537,0,119,33510.26,848
1596,2024-03-16,8,6,5,807,6,56,146698.18,848
1597,2024-03-16,9,7,3,376,6,99,91656.69,408
1598,2024-03-16,9,8,2,377,28,44,52101.2,408
1599,2024-03-16,9,9,4,385,19,100,16974.1,408
1600,2024-03-16,10,8,2,868,18,84,104531.05,1096
1601,2024-03-16,10,9,4,938,0,116,38778.09,1096
1602,2024-03-17,1,3,5,408,19,42,69231.63,448
1603,2024-03-17,2,1,4,619,48,24,26640.55,896
1604,2024-03-17,2,2,1,810,37,16,55981.46,896
1605,2024-03-17,2,3,2,674,17,20,84113.69,896
1606,2024-03-17,3,2,5,392,18,50,76096.21,608
1607,2024-03-17,3,3,3,558,7,41,129135.22,608
1608,2024-03-17,4,2,5,831,41,69,163658.0,1264
1609,2024-03-17,5,4,2,568,28,99,69746.92,584
1610,2024-03-17,5,6,3,393,26,92,102092.53,584
1611,2024-03-17,6,4,3,1217,26,119,278052.2,1432
1612,2024-03-17,6,6,1,919,68,15,53795.98,1432
1613,2024-03-17,7,5,1,971,65,116,65861.61,1544
1614,2024-03-17,7,6,4,1393,46,62,63970.65,1544
1615,2024-03-17,8,5,4,795,40,57,35501.13,848
1616,2024-03-17,9,9,5,377,3,43,75248.65,408
1617,2024-03-17,10,7,5,907,0,66,172730.29,1096
1618,2024-03-17,10,8,2,910,39,66,115275.94,1096
1619,2024-03-18,1,1,1,421,0,17,25247.07,448
1620,2024-03-18,1,2,2,314,12,11,38481.34,448
1621,2024-03-18,1,3,3,348,22,55,85824.7,448
1622,2024-03-18,2,1,2,622,9,108,84697.6,896
1623,2024-03-18,2,3,5,807,37,21,155222.6,896
1624,2024-03-18,3,1,4,464,16,76,20480.23,608
1625,2024-03-18,3,2,5,389,11,25,71614.67,608
1626,2024-03-18,3,3,1,468,33,65,28263.66,608
1627,2024-03-18,4,1,5,1155,59,67,203617.34,1264
1628,2024-03-18,5,4,2,429,2,84,52825.38,584
1629,2024-03-18,5,6,1,421,0,42,25215.03,584
1630,2024-03-18,6,4,3,1348,60,49,317256.95,1432
1631,2024-03-18,7,4,5,1481,95,85,246160.73,1544
1632,2024-03-18,7,5,4,1326,46,104,53765.14,1544
1633,2024-03-18,8,4,4,523,11,15,20343.58,848
1634,2024-03-18,8,6,4,584,0,2,25268.82,848
1635,2024-03-18,9,7,1,386,8,107,26812.27,408
1636,2024-03-18,9,9,5,250,12,8,45141.54,408
1637,2024-03-18,10,7,4,958,21,96,39051.03,1096
1638,2024-03-18,10,9,4,912,28,89,42071.59,1096
1639,2024-03-19,1,1,1,412,30,13,23710.24,448
1640,2024-03-19,2,2,4,614,4,92,27902.59,896
1641,2024-03-19,2,3,5,874,65,111,144560.56,896
1642,2024-03-19,3,1,1,390,29,9,23605.89,608
1643,2024-03-19,3,2,4,427,5,17,18259.38,608
1644,2024-03-19,4,1,2,1120,79,114,139091.03,1264
1645,2024-03-19,4,2,1,1009,19,61,66169.3,1264
1646,2024-03-19,4,3,3,1129,43,11,264614.51,1264
1647,2024-03-19,5,6,2,496,29,26,65128.74,584
1648,2024-03-19,6,5,2,866,14,104,106929.16,1432
1649,2024-03-19,6,6,3,972,45,67,239778.04,1432
1650,2024-03-19,7,4,3,1342,70,108,330429.87,1544
1651,2024-03-19,7,5,2,1464,45,57,198632.59,1544
1652,2024-03-19,7,6,4,1036,23,21,45197.44,1544
1653,2024-03-19,8,4,5,717,8,112,120017.07,848
1654,2024-03-19,9,7,3,249,13,57,59440.35,408
1655,2024-03-19,9,9,3,311,3,64,75447.9,408
1656,2024-03-19,10,7,4,771,6,83,31666.34,1096
1657,2024-03-19,10,8,2,780,25,76,94158.71,1096
1658,2024-03-19,10,9,5,838,45,82,144587.38,1096
1659,2024-03-20,1,3,5,314,1,12,54479.63,448
1660,2024-03-20,2,1,4,671,5,93,30051.45,896
1661,2024-03-20,2,2,4,607,38,44,26229.44,896
1662,2024-03-20,2,3,3,787,5,64,209391.5,896
1663,2024-03-20,3,1,3,561,30,21,132902.88,608
1664,2024-03-20,4,1,2,1220,65,54,149066.37,1264
1665,2024-03-20,5,5,1,482,37,74,27565.48,584
1666,2024-03-20,5,6,4,374,24,72,16296.88,584
1667,2024-03-20,6,6,2,1281,10,102,169540.16,1432
1668,2024-03-20,7,4,3,1507,31,62,352448.14,1544
1669,2024-03-20,7,5,3,1103,29,66,286235.88,1544
1670,2024-03-20,7,6,5,1210,26,66,229841.35,1544
1671,2024-03-20,8,5,2,721,8,63,82571.19,848
1672,2024-03-20,8,6,4,624,37,24,28453.45,848
1673,2024-03-20,9,7,1,394,27,86,25255.68,408
1674,2024-03-20,9,8,5,271,19,44,53050.05,408
1675,2024-03-20,9,9,4,391,8,24,14936.1,408
1676,2024-03-20,10,7,3,1005,9,101,245006.3,1096
1677,2024-03-20,10,8,3,777,60,63,207474.44,1096
1678,2024-03-21,1,1,5,433,21,85,73350.99,448
1679,2024-03-21,1,2,1,404,0,5,24215.09,448
1680,2024-03-21,1,3,1,277,6,55,17077.81,448
1681,2024-03-21,2,1,1,623,17,36,41837.29,896
1682,2024-03-21,2,2,5,590,4,34,99519.17,896
1683,2024-03-21,2,3,4,736,4,28,28059.51,896
1684,2024-03-21,3,1,2,552,28,54,68354.16,608
1685,2024-03-21,3,2,3,577,27,22,143756.23,608
1686,2024-03-21,3,3,3,550,6,98,127168.65,608
1687,2024-03-21,4,2,3,904,21,118,228091.21,1264
1688,2024-03-21,4,3,4,1134,75,12,44248.66,1264
1689,2024-03-21,5,4,3,462,25,45,112933.24,584
1690,2024-03-21,5,5,4,563,20,116,23958.77,584
1691,2024-03-21,5,6,4,370,4,116,14947.15,584
1692,2024-03-21,6,5,2,1197,86,112,145024.38,1432
1693,2024-03-21,6,6,4,927,49,59,41387.33,1432
1694,2024-03-21,7,4,4,1418,9,34,63576.13,1544
1695,2024-03-21,7,5,3,1275,83,72,312487.48,1544
1696,2024-03-21,7,6,1,997,46,65,66371.64,1544
1697,2024-03-21,9,7,4,265,18,81,11931.14,408
1698,2024-03-21,9,8,3,356,26,103,87312.49,408
1699,2024-03-21,9,9,1,255,3,112,14972.29,408
1700,2024-03-21,10,9,5,842,3,15,146837.08,1096
1701,2024-03-22,1,1,2,408,27,69,49090.81,448
1702,2024-03-22,1,2,4,415,20,55,16219.95,448
1703,2024-03-22,2,2,2,595,35,69,70689.61,896
1704,2024-03-22,2,3,3,764,58,63,182957.45,896
1705,2024-03-22,3,2,1,471,30,18,27097.76,608
1706,2024-03-22,3,3,5,454,21,4,84867.17,608
1707,2024-03-22,4,1,5,971,70,45,192718.57,1264
1708,2024-03-22,4,2,4,891,69,45,37480.24,1264
1709,2024-03-22,4,3,2,925,52,49,117206.5,1264
1710,2024-03-22,5,6,5,425,24,100,71647.31,584
1711,2024-03-22,6,4,3,1361,7,107,344524.35,1432
1712,2024-03-22,6,5,4,1188,17,90,54238.61,1432
1713,2024-03-22,6,6,5,1000,55,75,198198.13,1432
1714,2024-03-22,7,4,5,1413,7,3,274757.85,1544
1715,2024-03-22,8,5,4,613,11,98,27373.86,848
1716,2024-03-22,8,6,2,542,38,93,73874.68,848
1717,2024-03-22,9,7,4,387,1,32,15022.16,408
1718,2024-03-22,9,8,1,313,9,80,21239.76,408
1719,2024-03-22,9,9,3,261,9,17,70483.69,408
1720,2024-03-22,10,7,2,739,29,86,89399.19,1096
1721,2024-03-23,1,1,2,283,0,85,32877.16,448
1722,2024-03-23,2,2,5,723,4,23,136130.45,896
1723,2024-03-23,2,3,5,706,47,73,136654.41,896
1724,2024-03-23,3,1,3,507,22,17,132245.13,608
1725,2024-03-23,3,2,4,566,25,16,25150.46,608
1726,2024-03-23,4,3,3,769,50,37,205150.63,1264
1727,2024-03-23,5,5,1,544,6,36,31621.15,584
1728,2024-03-23,5,6,5,557,22,51,103585.63,584
1729,2024-03-23,6,4,1,1176,88,33,77000.91,1432
1730,2024-03-23,6,6,2,1041,63,17,123779.27,1432
1731,2024-03-23,7,4,3,1468,77,112,329516.91,1544
1732,2024-03-23,7,5,5,1456,81,97,280762.86,1544
1733,2024-03-23,7,6,1,1483,70,78,102305.49,1544
1734,2024-03-23,8,4,4,813,17,5,31486.97,848
1735,2024-03-23,8,5,2,718,24,38,95850.31,848
1736,2024-03-23,8,6,2,515,2,99,68754.22,848
1737,2024-03-23,9,8,4,350,20,70,14668.51,408
1738,2024-03-23,9,9,4,352,12,54,14951.82,408
1739,2024-03-23,10,9,3,804,22,117,180296.83,1096
1740,2024-03-24,1,2,2,339,20,103,45354.96,448
1741,2024-03-24,1,3,1,417,8,7,24248.73,448
1742,2024-03-24,3,1,2,595,6,50,74875.79,608
1743,2024-03-24,4,2,4,1097,71,114,49970.36,1264
1744,2024-03-24,5,4,3,523,12,83,122076.01,584
1745,2024-03-24,5,5,3,505,20,6,120419.5,584
1746,2024-03-24,5,6,5,458,2,116,77162.13,584
1747,2024-03-24,6,4,2,1025,45,15,126233.39,1432
1748,2024-03-24,6,5,2,878,16,56,114288.45,1432
1749,2024-03-24,6,6,1,870,58,34,52816.7,1432
1750,2024-03-24,7,4,1,961,65,49,60995.64,1544
1751,2024-03-24,7,5,4,1186,21,48,46734.8,1544
1752,2024-03-24,7,6,1,1313,3,97,80875.82,1544
1753,2024-03-24,8,5,3,806,58,103,208321.39,848
1754,2024-03-24,9,8,5,312,10,93,61535.97,408
1755,2024-03-24,9,9,1,330,25,119,21711.12,408
1756,2024-03-24,10,7,5,850,38,72,162718.69,1096
1757,2024-03-24,10,9,4,968,71,16,44034.01,1096
1758,2024-03-25,1,2,3,283,5,69,66775.15,448
1759,2024-03-25,1,3,1,373,10,84,22514.29,448
1760,2024-03-25,2,1,5,541,13,84,94759.5,896
1761,2024-03-25,3,1,4,366,1,45,15333.02,608
1762,2024-03-25,3,2,2,459,21,10,55414.81,608
1763,2024-03-25,3,3,3,585,20,33,151565.35,608
1764,2024-03-25,4,2,2,867,12,111,112156.24,1264
1765,2024-03-25,5,6,4,479,1,91,19050.57,584
1766,2024-03-25,6,4,3,1389,1,108,366124.46,1432
1767,2024-03-25,6,5,1,1186,33,9,75451.13,1432
1768,2024-03-25,7,6,4,968,33,36,37807.74,1544
1769,2024-03-25,8,4,3,616,20,83,147738.98,848
1770,2024-03-25,8,5,3,709,9,5,167119.05,848
1771,2024-03-25,9,7,1,339,21,65,22466.05,408
1772,2024-03-25,9,8,5,355,26,48,68754.97,408
1773,2024-03-25,10,7,4,975,50,9,44770.01,1096
1774,2024-03-25,10,8,5,867,39,70,164868.65,1096
1775,2024-03-25,10,9,1,1010,42,6,65539.75,1096
1776,2024-03-26,1,1,5,343,7,107,63247.06,448
1777,2024-03-26,1,2,3,310,19,46,72155.54,448
1778,2024-03-26,1,3,1,386,13,112,24080.81,448
1779,2024-03-26,2,2,1,849,44,77,51028.15,896
1780,2024-03-26,2,3,2,731,48,16,100249.65,896
1781,2024-03-26,3,2,5,518,25,101,90089.06,608
1782,2024-03-26,3,3,1,459,18,18,29603.57,608
1783,2024-03-26,4,1,2,1190,83,1,140369.19,1264
1784,2024-03-26,4,2,5,1100,41,12,184894.92,1264
1785,2024-03-26,5,4,2,570,6,110,72458.87,584
1786,2024-03-26,5,5,4,429,13,71,17110.64,584
1787,2024-03-26,6,4,3,1181,58,92,264101.95,1432
1788,2024-03-26,6,5,3,1376,100,80,335094.37,1432
1789,2024-03-26,6,6,3,1271,71,93,292871.16,1432
1790,2024-03-26,7,4,5,975,69,75,180414.61,1544
1791,2024-03-26,7,5,4,1148,40,65,50433.88,1544
1792,2024-03-26,8,4,2,604,16,72,76603.4,848
1793,2024-03-26,8,5,5,780,26,41,138409.4,848
1794,2024-03-26,8,6,2,522,39,112,72424.97,848
1795,2024-03-26,9,8,5,381,9,44,66233.43,408
1796,2024-03-26,10,8,2,777,57,77,103175.25,1096
1797,2024-03-26,10,9,3,716,11,107,176442.41,1096
1798,2024-03-27,1,2,1,432,18,102,25771.55,448
1799,2024-03-27,1,3,1,331,7,73,20719.32,448
1800,2024-03-27,2,1,2,820,19,14,108113.69,896
1801,2024-03-27,2,2,1,688,23,33,40097.12,896
1802,2024-03-27,3,2,3,550,32,28,141452.4,608
1803,2024-03-27,3,3,5,442,16,94,80499.98,608
1804,2024-03-27,4,1,3,1186,3,12,316985.19,1264
1805,2024-03-27,4,2,3,849,37,107,224625.55,1264
1806,2024-03-27,5,4,1,404,18,111,27940.97,584
1807,2024-03-27,5,5,3,454,17,23,116901.0,584
1808,2024-03-27,6,5,5,1325,79,0,237537.61,1432
1809,2024-03-27,6,6,5,972,13,53,183212.04,1432
1810,2024-03-27,7,4,5,1064,29,67,199353.15,1544
1811,2024-03-27,7,6,2,1439,76,62,192654.12,1544
1812,2024-03-27,8,4,3,683,16,28,154992.15,848
1813,2024-03-27,8,5,3,644,23,31,163570.19,848
1814,2024-03-27,9,7,3,347,9,50,88858.75,408
1815,2024-03-27,9,8,4,375,25,76,15494.91,408
1816,2024-03-27,10,8,4,682,42,33,29688.83,1096
1817,2024-03-27,10,9,4,834,17,6,33452.64,1096
1818,2024-03-28,1,1,3,377,1,57,91069.15,448
1819,2024-03-28,1,2,2,360,22,14,49572.2,448
1820,2024-03-28,1,3,3,290,12,92,64507.31,448
1821,2024-03-28,2,1,3,848,52,70,190395.05,896
1822,2024-03-28,3,1,2,558,17,91,66702.57,608
1823,2024-03-28,3,2,3,441,7,93,103033.57,608
1824,2024-03-28,4,1,5,807,25,62,133179.46,1264
1825,2024-03-28,5,4,2,357,21,104,47680.83,584
1826,2024-03-28,5,5,2,531,37,110,61536.72,584
1827,2024-03-28,6,4,4,870,51,69,37359.7,1432
1828,2024-03-28,6,6,4,964,46,39,42855.1,1432
1829,2024-03-28,7,4,1,1103,40,12,66769.9,1544
1830,2024-03-28,7,5,4,1147,39,28,52747.6,1544
1831,2024-03-28,7,6,4,1093,61,64,43623.48,1544
1832,2024-03-28,8,5,4,815,49,91,31593.52,848
1833,2024-03-28,9,7,4,364,13,61,15503.21,408
1834,2024-03-28,9,8,3,267,13,10,60366.87,408
1835,2024-03-28,10,7,4,904,6,51,38908.07,1096
1836,2024-03-28,10,8,5,974,4,63,168161.62,1096
1837,2024-03-28,10,9,3,1005,2,88,250459.43,1096
1838,2024-03-29,1,1,1,314,5,71,21124.16,448
1839,2024-03-29,1,2,3,432,8,59,110711.37,448
1840,2024-03-29,1,3,1,425,14,9,26328.95,448
1841,2024-03-29,2,1,2,714,6,25,89109.21,896
1842,2024-03-29,2,2,1,839,33,80,56533.39,896
1843,2024-03-29,2,3,5,679,0,15,121755.45,896
1844,2024-03-29,3,2,3,485,23,47,120832.64,608
1845,2024-03-29,4,2,5,1215,36,77,209735.76,1264
1846,2024-03-29,4,3,3,1203,69,109,321260.92,1264
1847,2024-03-29,5,5,4,352,11,19,14717.75,584
1848,2024-03-29,5,6,1,419,6,88,24456.79,584
1849,2024-03-29,6,4,1,892,33,20,51758.66,1432
1850,2024-03-29,6,5,2,1046,1,24,126233.69,1432
1851,2024-03-29,6,6,4,1177,28,79,52148.06,1432
1852,2024-03-29,7,4,5,1243,65,9,229987.03,1544
1853,2024-03-29,8,5,2,765,35,98,94417.34,848
1854,2024-03-29,8,6,5,703,54,94,137191.43,848
1855,2024-03-29,9,7,4,277,0,29,12790.25,408
1856,2024-03-29,9,9,2,267,10,0,32551.22,408
1857,2024-03-29,10,7,1,714,46,54,46855.88,1096
1858,2024-03-29,10,8,5,974,18,50,172595.15,1096
1859,2024-03-29,10,9,4,805,54,40,34066.09,1096
1860,2024-03-30,1,1,2,431,32,106,52048.45,448
1861,2024-03-30,1,3,4,352,22,87,13680.64,448
1862,2024-03-30,2,1,3,598,41,109,146109.9,896
1863,2024-03-30,2,2,4,610,27,117,27911.34,896
1864,2024-03-30,2,3,2,855,68,25,106803.2,896
1865,2024-03-30,3,1,1,500,13,116,30931.91,608
1866,2024-03-30,3,3,5,427,22,82,77238.92,608
1867,2024-03-30,4,2,3,890,4,73,233097.79,1264
1868,2024-03-30,4,3,4,1237,62,62,48633.6,1264
1869,2024-03-30,5,4,5,529,1,3,98268.43,584
1870,2024-03-30,5,5,2,543,5,53,73209.33,584
1871,2024-03-30,6,4,1,1030,70,35,71762.29,1432
1872,2024-03-30,6,6,1,1040,55,115,63646.13,1432
1873,2024-03-30,7,4,5,1350,39,1,266848.95,1544
1874,2024-03-30,7,5,1,964,63,64,56925.46,1544
1875,2024-03-30,8,6,5,640,32,107,124118.48,848
1876,2024-03-30,9,9,3,317,21,11,79014.31,408
1877,2024-03-30,10,7,1,1039,15,11,61857.89,1096
1878,2024-03-30,10,8,1,976,61,27,63715.95,1096
1879,2024-03-30,10,9,2,785,42,120,107174.31,1096
1880,2024-03-31,1,2,2,321,9,36,37955.43,448
1881,2024-03-31,2,1,2,821,17,25,97057.54,896
1882,2024-03-31,2,3,3,569,16,46,135742.84,896
1883,2024-03-31,3,1,4,556,30,21,21218.62,608
1884,2024-03-31,3,2,4,400,18,89,16601.43,608
1885,2024-03-31,3,3,3,412,23,64,102398.18,608
1886,2024-03-31,4,1,3,801,49,33,185942.65,1264
1887,2024-03-31,4,3,5,1074,16,17,193824.79,1264
1888,2024-03-31,5,4,5,434,20,4,76039.59,584
1889,2024-03-31,5,6,1,385,14,43,25182.46,584
1890,2024-03-31,6,5,3,947,41,96,210679.18,1432
1891,2024-03-31,6,6,4,1182,65,93,48713.99,1432
1892,2024-03-31,7,4,3,1350,64,61,343959.68,1544
1893,2024-03-31,7,5,2,1374,99,64,160027.24,1544
1894,2024-03-31,7,6,3,1486,47,3,340992.54,1544
1895,2024-03-31,8,5,5,819,61,25,162214.15,848
1896,2024-03-31,8,6,2,550,14,6,76047.37,848
1897,2024-03-31,9,7,2,369,13,21,46266.63,408
1898,2024-03-31,9,8,2,381,9,10,45113.37,408
1899,2024-03-31,9,9,4,258,5,87,10971.6,408
1900,2024-03-31,10,7,1,856,23,60,54923.64,1096
1901,2024-03-31,10,8,2,1037,55,106,130098.93,1096
1902,2024-04-01,1,1,4,290,17,17,11953.17,448
1903,2024-04-01,1,2,3,408,23,54,102313.91,448
1904,2024-04-01,1,3,3,351,20,75,78175.88,448
1905,2024-04-01,2,1,2,799,23,43,101007.02,896
1906,2024-04-01,2,3,4,848,43,17,35666.52,896
1907,2024-04-01,3,2,1,443,23,54,26177.93,608
1908,2024-04-01,3,3,4,372,28,53,14643.45,608
1909,2024-04-01,4,1,5,1159,43,10,204071.27,1264
1910,2024-04-01,4,2,4,1144,1,40,44543.88,1264
1911,2024-04-01,4,3,4,763,39,85,31460.88,1264
1912,2024-04-01,5,4,3,444,26,14,111487.91,584
1913,2024-04-01,5,5,4,461,28,91,18750.05,584
1914,2024-04-01,5,6,3,375,5,54,92835.08,584
1915,2024-04-01,6,4,1,941,25,119,62263.45,1432
1916,2024-04-01,6,6,5,1255,45,6,226376.62,1432
1917,2024-04-01,7,5,4,1141,81,87,46735.96,1544
1918,2024-04-01,7,6,3,1376,2,34,316746.15,1544
1919,2024-04-01,8,4,1,652,15,4,42215.02,848
1920,2024-04-01,8,5,1,679,21,22,39548.29,848
1921,2024-04-01,9,7,4,311,6,58,13575.09,408
1922,2024-04-01,9,9,5,333,1,41,58953.79,408
1923,2024-04-01,10,8,1,816,63,10,50158.49,1096
1924,2024-04-01,10,9,3,833,1,95,194953.17,1096
1925,2024-04-02,1,1,1,411,14,14,27644.29,448
1926,2024-04-02,1,2,3,373,16,101,87055.45,448
1927,2024-04-02,1,3,3,366,6,119,88900.57,448
1928,2024-04-02,2,1,2,631,33,77,78129.66,896
1929,2024-04-02,3,3,2,428,15,101,59238.96,608
1930,2024-04-02,4,1,2,866,49,28,99895.39,1264
1931,2024-04-02,4,3,4,1040,52,42,44105.09,1264
1932,2024-04-02,5,4,5,353,9,44,68263.76,584
1933,2024-04-02,5,6,4,397,22,86,16330.67,584
1934,2024-04-02,6,4,5,1385,69,71,276001.56,1432
1935,2024-04-02,6,6,5,1060,24,40,190691.74,1432
1936,2024-04-02,7,4,2,1293,17,45,165530.15,1544
1937,2024-04-02,7,5,1,1367,31,95,86684.97,1544
1938,2024-04-02,8,4,2,630,47,15,73201.76,848
1939,2024-04-02,8,6,5,602,41,98,115429.3,848
1940,2024-04-02,9,7,4,330,9,27,13652.67,408
1941,2024-04-02,9,8,3,364,18,85,96434.55,408
1942,2024-04-02,9,9,3,322,13,28,84900.32,408
1943,2024-04-02,10,7,4,776,57,20,35405.73,1096
1944,2024-04-03,1,1,3,398,20,87,105883.21,448
1945,2024-04-03,1,2,4,434,14,81,16534.66,448
1946,2024-04-03,2,1,5,877,42,93,156409.11,896
1947,2024-04-03,2,3,2,731,27,11,100732.43,896
1948,2024-04-03,3,2,4,492,33,108,22403.66,608
1949,2024-04-03,3,3,2,405,30,117,48110.67,608
1950,2024-04-03,5,4,4,404,19,30,18000.74,584
1951,2024-04-03,5,5,5,492,31,107,86360.42,584
1952,2024-04-03,5,6,2,404,23,8,46022.06,584
1953,2024-04-03,6,5,5,1400,96,9,268720.91,1432
1954,2024-04-03,6,6,5,925,57,82,184476.39,1432
1955,2024-04-03,7,4,4,1208,70,37,53975.5,1544
1956,2024-04-03,7,5,1,1139,65,65,74231.46,1544
1957,2024-04-03,7,6,1,987,66,97,66782.74,1544
1958,2024-04-03,8,4,1,741,21,84,45567.75,848
1959,2024-04-03,8,5,4,576,4,82,25165.17,848
1960,2024-04-03,8,6,4,751,45,43,30293.84,848
1961,2024-04-03,9,7,4,353,16,76,13468.6,408
1962,2024-04-03,9,9,1,279,8,46,18482.8,408
1963,2024-04-03,10,7,2,894,21,91,111624.8,1096
1964,2024-04-03,10,9,2,718,16,49,86336.38,1096
1965,2024-04-04,1,2,5,320,14,33,56551.91,448
1966,2024-04-04,1,3,5,337,16,21,67003.47,448
1967,2024-04-04,2,1,5,827,20,47,146566.5,896
1968,2024-04-04,2,2,2,834,32,61,113772.57,896
1969,2024-04-04,3,1,3,416,6,19,97798.74,608
1970,2024-04-04,3,2,1,514,14,58,33107.72,608
1971,2024-04-04,3,3,1,558,37,100,37489.41,608
1972,2024-04-04,4,1,2,933,2,80,108452.18,1264
1973,2024-04-04,4,2,1,888,68,108,59136.74,1264
1974,2024-04-04,4,3,1,972,40,31,58738.59,1264
1975,2024-04-04,5,4,2,401,23,22,46018.33,584
1976,2024-04-04,5,5,5,411,24,93,79600.31,584
1977,2024-04-04,6,4,5,1023,17,31,189022.61,1432
1978,2024-04-04,6,5,4,912,64,6,36969.05,1432
1979,2024-04-04,6,6,2,1119,39,60,132860.42,1432
1980,2024-04-04,7,4,2,1277,30,1,164024.77,1544
1981,2024-04-04,7,5,1,1348,47,82,80411.05,1544
1982,2024-04-04,7,6,5,1369,108,32,261353.99,1544
1983,2024-04-04,8,4,4,712,18,61,30031.77,848
1984,2024-04-04,8,5,3,593,25,43,139321.9,848
1985,2024-04-04,8,6,3,710,6,96,190229.09,848
1986,2024-04-04,9,7,3,383,15,63,87870.17,408
1987,2024-04-04,9,9,3,259,17,43,65471.02,408
1988,2024-04-04,10,7,2,738,6,29,87918.87,1096
1989,2024-04-04,10,8,3,976,36,87,230495.11,1096
1990,2024-04-04,10,9,5,937,24,24,179284.41,1096
1991,2024-04-05,1,1,2,372,4,66,51537.5,448
1992,2024-04-05,1,2,4,401,8,119,16066.12,448
1993,2024-04-05,1,3,3,331,8,93,79047.28,448
1994,2024-04-05,2,1,4,642,28,97,26554.95,896
1995,2024-04-05,2,2,4,556,18,82,24813.6,896
1996,2024-04-05,2,3,3,544,30,26,138161.36,896
1997,2024-04-05,3,2,1,439,27,41,28213.57,608
1998,2024-04-05,3,3,2,507,17,35,59036.27,608
1999,2024-04-05,4,2,4,1210,57,5,53755.08,1264
2000,2024-04-05,4,3,4,878,69,75,36005.6,1264
2001,2024-04-05,5,5,3,469,16,36,106398.61,584
2002,2024-04-05,6,4,3,1390,81,105,318125.42,1432
2003,2024-04-05,8,4,3,688,44,88,153062.87,848
2004,2024-04-05,8,5,1,789,44,94,48260.13,848
2005,2024-04-05,8,6,4,749,12,41,31303.38,848
2006,2024-04-05,9,7,3,275,21,33,64339.99,408
2007,2024-04-05,9,8,1,266,13,54,16548.52,408
2008,2024-04-05,9,9,1,373,1,65,23097.04,408
2009,2024-04-05,10,7,1,1057,73,41,71047.83,1096
2010,2024-04-05,10,8,5,796,4,9,146490.05,1096
2011,2024-04-05,10,9,1,879,56,108,59768.47,1096
2012,2024-04-06,1,1,4,372,29,96,14310.39,448
2013,2024-04-06,1,2,3,348,24,94,79653.2,448
2014,2024-04-06,1,3,2,379,10,67,50590.97,448
2015,2024-04-06,2,1,4,840,26,37,31842.26,896
2016,2024-04-06,2,2,1,540,13,19,32651.63,896
2017,2024-04-06,3,1,3,487,25,25,126269.58,608
2018,2024-04-06,3,2,3,571,32,73,130706.56,608
2019,2024-04-06,3,3,2,436,3,68,56224.89,608
2020,2024-04-06,4,1,2,1017,77,41,138053.86,1264
2021,2024-04-06,4,2,2,855,11,34,102284.31,1264
2022,2024-04-06,4,3,3,771,54,120,187376.39,1264
2023,2024-04-06,5,4,4,356,24,109,15691.82,584
2024,2024-04-06,5,5,4,447,7,98,18351.5,584
2025,2024-04-06,5,6,1,565,22,74,37506.24,584
2026,2024-04-06,6,5,1,1371,81,45,91449.08,1432
2027,2024-04-06,6,6,2,973,7,64,119521.16,1432
2028,2024-04-06,7,6,1,1149,38,109,67157.26,1544
2029,2024-04-06,8,4,3,778,27,108,197206.27,848
2030,2024-04-06,8,6,4,791,1,35,34797.39,848
2031,2024-04-06,9,7,1,266,5,72,15240.43,408
2032,2024-04-06,9,8,2,352,21,7,45341.71,408
2033,2024-04-06,10,7,3,812,26,20,196525.57,1096
